I0626 22:19:31.832112  1996 server.go:1349] Starting language server process with pid 1996
I0627 02:10:37.097322  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6a4708b57428d696 ResponseID: 6wY_avDAPL32nsEPuf71oQM
I0627 02:10:37.543118  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:10:37.543118  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:10:42.156256  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9bd23b69dfd52ac3 ResponseID: 8QY_apelF9aQvdIP5OjzoAk
I0627 02:10:42.315229  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:10:42.316236  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:10:48.654967  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x65352d03ac48c2ae ResponseID: 9QY_ap_2MqT1kdUPh5TYwQU
I0627 02:10:49.502662  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:10:49.502662  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:10:55.639880  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xff7c84dabf594783 ResponseID: _gY_apvSM5fHkdUPnJ6lGA
I0627 02:10:55.779167  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:10:55.779167  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:11:00.086237  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9bcbc1600df1c7a8 ResponseID: Agc_avDNGaWRnsEPiMfumQI
I0627 02:11:00.843978  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:11:00.844543  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:11:05.834405  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8c3bbe64273b4658 ResponseID: CAc_aseeFuyYkdUPyMbbkAE
I0627 02:11:06.023863  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:11:06.023880  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:11:15.469100  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd8bb2298b200828a ResponseID: DAc_ar3LJrWEkdUPuc66sQ0
I0627 02:11:16.008298  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:11:16.008298  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:11:20.886513  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x8302da169c3976ce ResponseID: Fwc_apOqIKqunsEPir-Y-QU
I0627 02:11:21.052121  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:11:21.053122  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:11:28.782041  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x30b633e3f2411f9 ResponseID: Gwc_ao3PL5fHkdUPnJ6lGA
I0627 02:11:29.251615  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:11:29.251615  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:11:33.588566  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x6267b8e89c6184a9 ResponseID: Iwc_atn6M6P-nsEP59KkiQQ
I0627 02:11:33.779342  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:11:33.779342  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:11:41.389226  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb26b09d0ed500cf2 ResponseID: Kwc_aty4IImYkdUPnYCg4AE
I0627 02:11:41.685422  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:11:41.685422  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:11:46.685619  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xcabdf11559085136 ResponseID: MQc_at_XCLWEkdUPuc66sQ0
I0627 02:11:46.713437  1996 tool_confirmation_manager.go:76] Surfacing tool confirmation: "Bash" at step 381
I0627 02:11:46.881138  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:11:46.882101  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:13:34.275573  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xfc61f036ca8946fd
I0627 02:13:34.677883  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x4da0a1f3ceca8d37
I0627 02:15:39.226683  1996 input_loop.go:459] Responding to tool confirmation: convID=5cddb63b-8577-42ad-911f-589a0574c1df, stepIdx=381, approved=true, sandboxOverride=false, persistGrants=[]
I0627 02:15:39.226683  1996 server.go:1652] Tool confirmation for conversation 5cddb63b-8577-42ad-911f-589a0574c1df step 381 (type=*gemini_coder_go_proto.Step_RunCommand approved=true)
I0627 02:15:50.499983  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xbfb991edea5c12aa ResponseID: JAg_avWfOqXqkdUPo6LMmA0
I0627 02:15:50.655705  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:15:50.655705  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:15:56.993335  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x229d308c6af5c88a ResponseID: Kwg_atiOK9TxvdIPr_G_uAM
I0627 02:15:58.528622  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:15:58.529590  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:16:02.325496  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x310a383766f88e75 ResponseID: MQg_arf3G7zLkdUPkKG5-AM
I0627 02:16:03.780353  1996 quota_manager.go:72] quotaRefreshLoop: starting reload (force=false)
I0627 02:16:03.957258  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:16:03.957747  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:19:32.755412  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xe36d679bd616ad92
I0627 02:19:33.226762  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x61538d8865594583
I0627 02:24:33.682817  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x6a067178268df324
I0627 02:24:34.562108  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xfcb4bc36796842d
I0627 02:30:32.752463  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xe4d03de2f4d8d6dd
I0627 02:30:33.335640  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xf818b998dab25652
I0627 02:36:32.759930  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x2f7d52c068fb0731
I0627 02:36:33.449071  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xc96d69a30466e5fa
I0627 02:42:32.688911  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xd4a4d2fceaee659c
I0627 02:42:33.408829  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xa88796feac6ec5bb
I0627 02:48:34.069710  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x1bc02eaeb7a27086
I0627 02:48:34.347934  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0xfff1121039bd6425
I0627 02:53:05.857304  1996 input_loop.go:34] HandleUserInput called with text: "Integrate NSwag into the TakweneMusic.Api project to generate OpenAPI/Swagger documentation for our Carter Minimal APIs, including JWT/Bearer authentication configuration in the Swagger UI, and update Program.cs to register and enable the NSwag middleware."
I0627 02:53:05.858284  1996 conversation_manager.go:437] Forwarding user message to conversation 5cddb63b-8577-42ad-911f-589a0574c1df (items=1, media=0)
I0627 02:53:05.858284  1996 server.go:1104] Sending user message to conversation 5cddb63b-8577-42ad-911f-589a0574c1df (items=1, media=0)
I0627 02:53:12.083793  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x85ad2d3ab7c94b3e ResponseID: 5hA_asrdBqXqkdUPo6LMmA0
I0627 02:53:12.109784  1996 tool_confirmation_manager.go:76] Surfacing tool confirmation: "Bash" at step 389
I0627 02:53:12.266298  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:53:12.266298  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:53:19.360831  1996 input_loop.go:459] Responding to tool confirmation: convID=5cddb63b-8577-42ad-911f-589a0574c1df, stepIdx=389, approved=true, sandboxOverride=false, persistGrants=[]
I0627 02:53:19.360831  1996 server.go:1652] Tool confirmation for conversation 5cddb63b-8577-42ad-911f-589a0574c1df step 389 (type=*gemini_coder_go_proto.Step_RunCommand approved=true)
I0627 02:53:27.882886  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd1f5cb5bc92a2c9e ResponseID: 9xA_ap_2DsiGxs0Pg8vUsQk
I0627 02:53:28.049926  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:53:28.049926  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:53:33.406381  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x18d26d052d7f5b8e ResponseID: -xA_aqdgm5iR1Q-ujvbBBQ
I0627 02:53:34.266076  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:53:34.266076  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:53:34.337372  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0x3f84243c6b8c9d26
I0627 02:53:38.097985  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xd8e593eaa2648d04 ResponseID: ARE_ar7vE_K9nsEPx_LYkAM
I0627 02:53:38.130764  1996 tool_confirmation_manager.go:76] Surfacing tool confirmation: "Bash" at step 395
I0627 02:53:38.283966  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
    "status": "INVALID_ARGUMENT"
  }
}

E0627 02:53:38.283966  1996 generation.go:721] Failed to record ConversationOffered metrics: INVALID_ARGUMENT (code 400): Request contains an invalid argument.
I0627 02:53:38.855549  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x4e745a4a34d7528d
I0627 02:53:47.815476  1996 input_loop.go:459] Responding to tool confirmation: convID=5cddb63b-8577-42ad-911f-589a0574c1df, stepIdx=395, approved=true, sandboxOverride=false, persistGrants=[]
I0627 02:53:47.815476  1996 server.go:1652] Tool confirmation for conversation 5cddb63b-8577-42ad-911f-589a0574c1df step 395 (type=*gemini_coder_go_proto.Step_RunCommand approved=true)
I0627 02:54:00.534985  1996 http_helpers.go:199] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x82efa9af481aa4a2 ResponseID: ExE_asiQM9i9nsEPpPqq4QI
I0627 02:54:00.705490  1996 http_helpers.go:245] Failed to make code assist backend request (recordCodeAssistMetrics): {
  "error": {
    "code": 400,
    "message": "Request contains an invalid argument.",
